emotion_quadrant,music_name,SVM,Random Forest,Neural Network,SVM (Q1),SVM (Q2),SVM (Q3),SVM (Q4),Random Forest (Q1),Random Forest (Q2),Random Forest (Q3),Random Forest (Q4),Neural Network (Q1),Neural Network (Q2),Neural Network (Q3),Neural Network (Q4),Fold,total_midi_events,duration,num_unique_tracks,num_unique_channels,avg_note_pitch,std_note_pitch,min_note_pitch,max_note_pitch,pitch_range,avg_note_velocity,std_note_velocity,num_note_on_events,num_note_off_events,num_set_tempo_events
Q3,Q3_egYSmNuIFGk_2,Q4,Q1,Q3,0.171236,0.192975,0.251741,0.384048,0.4,0.308333,0.15,0.141667,0.140484,0.253205,0.34312,0.263192,9,446,39.7318,2,1,63.4154,8.28271,48,79,31,33.9513,34.8551,390,0,1
Q4,Q4_cXxGBDgFCs8_2,Q4,Q4,Q4,0.0598421,0.0196922,0.204905,0.715561,0.0666667,0.0125,0.1,0.820833,0.0551202,0.0151355,0.208148,0.721596,9,386,36.112,2,1,61.3148,11.8909,37,92,55,28.5185,29.915,324,0,1
Q4,Q4_VCSDjQxAJzc_2,Q4,Q4,Q3,0.034375,0.0668564,0.3669,0.531869,0,0,0.133333,0.866667,0.015359,0.0477443,0.57256,0.364336,9,248,29.9922,2,1,53.177,10.8191,24,74,50,21.8451,24.0451,226,0,1
Q2,Q2_61EA0xRX8gE_4,Q2,Q1,Q2,0.35873,0.623075,0.00711002,0.0110851,0.5,0.5,0,0,0.492014,0.500732,0.00346925,0.00378447,9,616,37.8021,2,1,55.35,14.7957,29,87,58,45.0839,45.9044,560,0,1
Q3,Q3_REq37pDAm3A_4,Q3,Q3,Q3,0.110913,0.0878231,0.456553,0.344711,0,0.145238,0.504762,0.35,0.0490004,0.014537,0.884052,0.0524101,9,580,45.112,2,1,74.298,10.9923,48,104,56,32.5837,34.134,490,0,1
Q1,Q1__SJQaaRzD-A_0,Q1,Q1,Q1,0.459404,0.453301,0.0240171,0.0632776,0.6,0.286667,0.0533333,0.06,0.705062,0.148783,0.0349946,0.11116,9,414,29.9922,2,1,56.7935,10.1235,29,82,53,37.4022,37.9438,368,0,1
Q1,Q1_2Z9SjI131jA_14,Q1,Q1,Q1,0.549866,0.28508,0.0430798,0.121974,0.666667,0.12,0,0.213333,0.730721,0.124474,0.0246237,0.120181,9,396,29.9922,2,1,65.6879,10.6123,39,84,45,37.1965,37.8882,346,0,1
Q3,Q3_x4B0raxVODA_3,Q3,Q3,Q3,0.0109453,0.0437205,0.510623,0.434711,0.025,0.1,0.6,0.275,0.000214884,0.00927222,0.770447,0.220066,9,234,38.2422,2,1,58.9107,9.8696,22,75,53,15.7455,17.1849,224,0,1
Q4,Q4_g15aRCHUJEI_0,Q4,Q4,Q4,0.0124561,0.0290321,0.252873,0.705639,0,0,0.266667,0.733333,0.00705033,0.0157773,0.311662,0.66551,9,316,38.1719,2,1,56.5887,7.25839,44,75,31,25.9433,27.7818,282,0,1
Q4,Q4_u_7b9CwyM8Q_0,Q4,Q3,Q3,0.0069116,0.0238466,0.2603,0.708942,0,0,0.5,0.5,0.00156468,0.0124831,0.528169,0.457783,9,412,46.332,2,1,55.5241,9.69673,41,72,31,22.8735,23.9198,332,0,1
Q1,Q1_e838BE_MH6s_1,Q1,Q1,Q1,0.45394,0.496128,0.0193971,0.0305342,0.656667,0.343333,0,0,0.775425,0.220427,0.000325212,0.00382295,9,454,19.9922,2,1,62.91,13.9639,24,94,70,43.7749,44.854,422,0,1
Q2,Q2_9v2WSpn4FCw_2,Q2,Q1,Q1,0.343942,0.637487,0.00752724,0.0110446,0.525,0.475,0,0,0.531277,0.463195,0.00206553,0.00346242,9,592,29.862,2,1,54.3409,15.7573,27,86,59,40.7027,41.8007,528,0,1
Q4,Q4_mGYKWCVnMwQ_0,Q4,Q4,Q4,0.00769483,0.0162502,0.248931,0.727124,0,0,0.429167,0.570833,0.00236423,0.0110581,0.396518,0.590059,9,494,49.9922,2,1,55.8227,8.37622,32,75,43,21.3374,23.1489,406,0,1
Q2,Q2_jTPXwbDtIpA_1,Q2,Q2,Q2,0.334778,0.633583,0.0207118,0.0109267,0.4,0.6,0,0,0.365594,0.620718,0.00856816,0.00511968,9,1208,49.6224,2,1,64.4283,12.0738,28,86,58,37.1283,37.629,1130,0,1
Q1,Q1_VXgRfsVd_o0_0,Q1,Q2,Q1,0.481044,0.402161,0.031435,0.0853599,0.266667,0.45,0.05,0.233333,0.7713,0.181388,0.00254772,0.0447639,9,334,19.9922,2,1,66.7338,15.9543,31,100,69,40.0682,41.244,308,0,1
Q4,Q4_Y1F0c3zgMJo_1,Q4,Q4,Q4,0.00680669,0.0130661,0.225297,0.754831,0,0.0333333,0.366667,0.6,0.00649715,0.00966792,0.236243,0.747592,9,298,37.9023,2,1,58.9051,10.3321,40,79,39,25.0292,26.6378,274,0,1
Q4,Q4_-_FjI4bT2Wo_1,Q4,Q4,Q4,0.0776326,0.0294481,0.253002,0.639917,0.19,0.235,0.225,0.35,0.0476999,0.0250148,0.198213,0.729072,9,498,47.7826,2,1,64.0591,11.0208,40,88,48,32.0091,33.1156,440,0,1
Q2,Q2_eGQUZ9FlUJ4_1,Q2,Q1,Q2,0.28737,0.702547,0.0055741,0.00450986,0.654167,0.345833,0,0,0.421327,0.577794,0.000538254,0.000340504,9,972,39.9922,2,1,63.8764,15.4326,24,94,70,41.364,41.8461,890,0,1
Q4,Q4_Xf2fox7zhCQ_0,Q4,Q4,Q3,0.0215375,0.0378551,0.22643,0.714177,0,0.173333,0.353333,0.473333,0.0204927,0.0305848,0.548774,0.400149,9,398,39.9922,2,1,52.9247,10.6982,37,75,38,24.4973,26.313,372,0,1
Q3,Q3_By3JCii1k3w_1,Q4,Q3,Q4,0.0848254,0.0348754,0.23246,0.64784,0.1775,0.1,0.3825,0.34,0.0600686,0.0303929,0.262191,0.647348,9,360,39.3815,2,1,64.5,8.73417,43,86,43,31.7965,33.3373,344,0,1
Q1,Q1_dfNdpy8TUzA_1,Q1,Q1,Q1,0.533448,0.390108,0.0139912,0.0624524,0.753333,0.0366667,0.02,0.19,0.830746,0.0995755,0.00801089,0.0616671,9,392,26.9115,2,1,61.9563,11.2246,33,85,52,39.306,39.9118,366,0,1
Q4,Q4_VCSDjQxAJzc_1,Q4,Q4,Q4,0.027608,0.0293604,0.194682,0.748349,0,0.0833333,0.326667,0.59,0.0592468,0.0199374,0.17626,0.744556,9,422,29.9922,2,1,56.0638,10.2484,36,79,43,23.8431,25.2711,376,0,1
Q4,Q4_k6aLLVX1D7Y_2,Q4,Q4,Q4,0.0219344,0.0320797,0.302836,0.64315,0.0542857,0.221429,0.184286,0.54,0.0268384,0.0158171,0.411261,0.546083,9,440,29.9922,2,1,68.2359,10.0608,48,86,38,24.1769,25.446,390,0,1
Q1,Q1_9v2WSpn4FCw_6,Q2,Q2,Q2,0.33299,0.618081,0.0199039,0.0290243,0.1,0.7,0,0.2,0.337971,0.560166,0.0562152,0.0456483,9,458,37.0924,2,1,52.8398,11.1302,24,81,57,40.568,41.4398,412,0,1
Q3,Q3_ii1Jw1-7Ka4_1,Q4,Q3,Q4,0.0621633,0.0180323,0.225358,0.694446,0.02,0,0.59,0.39,0.0413073,0.0151717,0.294114,0.649407,9,478,39.9922,2,1,60.405,13.6575,44,91,47,27.7975,28.9677,400,0,1
Q1,Q1_6Uf9XBUD3wE_0,Q1,Q1,Q1,0.447039,0.392244,0.0433836,0.117333,0.966667,0,0,0.0333333,0.655332,0.18674,0.0304419,0.127486,9,410,29.9922,2,1,60.7079,13.2594,30,86,56,35.6433,36.3008,356,0,1
Q1,Q1_yFw_kO7DF-Y_1,Q2,Q1,Q1,0.416085,0.562533,0.00903004,0.0123524,0.8,0.2,0,0,0.837467,0.161177,0.000270391,0.0010852,9,718,29.6016,2,1,66.4037,13.9777,34,102,68,44.9419,45.8914,654,0,1
Q1,Q1_GY3f6ckBVkA_1,Q1,Q1,Q1,0.551691,0.390857,0.0150398,0.0424126,0.441667,0.31,0.04,0.208333,0.895088,0.0964895,0.000600626,0.00782171,9,346,19.0521,2,1,66.2733,12.6835,42,83,41,44.413,45.4018,322,0,1
Q4,Q4_OUb9uaOlWAM_0,Q4,Q3,Q4,0.0034392,0.00666142,0.36635,0.62355,0.0222222,0.06,0.46,0.457778,9.42067e-05,0.00638632,0.37264,0.620879,9,242,51.0117,2,1,65.5714,10.5465,36,86,50,29.9286,30.97,182,0,1
Q3,Q3_0wRQRwnQiqY_0,Q2,Q4,Q4,0.0836564,0.256356,0.345864,0.314124,0,0,0.283333,0.716667,9.10223e-07,0.00290684,0.150931,0.846162,9,616,99.9922,2,1,53.9048,11.0836,30,90,60,21.9841,23.265,504,0,1
Q1,Q1_POaIGvLsp5M_1,Q3,Q1,Q3,0.267495,0.210075,0.340001,0.18243,0.558333,0.241667,0.0833333,0.116667,0.192474,0.282424,0.440983,0.0841186,9,448,36.6823,2,1,68.545,7.32456,54,85,31,37.5979,38.0332,378,0,1
Q2,Q2_ivCNV47tsRw_3,Q2,Q1,Q1,0.395812,0.539844,0.0357187,0.028625,0.787381,0.212619,0,0,0.700212,0.285216,0.0104631,0.00410903,9,830,39.9922,2,1,66.1502,11.1497,29,103,74,38.9163,39.4989,812,0,1
Q2,Q2_fuCxYrru2S4_1,Q2,Q1,Q1,0.297713,0.430632,0.132085,0.139569,0.4,0.2,0.208333,0.191667,0.390251,0.361552,0.16914,0.0790568,9,554,39.4414,2,1,52.8838,12.8067,26,81,55,29.9647,32.3646,482,0,1
Q1,Q1_VXgRfsVd_o0_2,Q2,Q1,Q1,0.39053,0.60002,0.00372319,0.00572664,0.96,0.04,0,0,0.772032,0.226189,0.000299858,0.00147899,9,662,29.9922,2,1,65.6569,15.2555,31,91,60,43.3824,44.4188,612,0,1
Q1,Q1_pNwQ9Tu_bCs_2,Q1,Q1,Q1,0.470278,0.46248,0.0220747,0.0451677,0.98,0.02,0,0,0.763842,0.148566,0.0322873,0.0553051,9,604,39.9922,2,1,61.3182,11.8019,33,82,49,36.7973,37.5544,528,0,1
Q2,Q2_CxFXrYgdSSI_1,Q1,Q2,Q1,0.358916,0.277486,0.170135,0.193463,0.3,0.3875,0.295833,0.0166667,0.655455,0.126575,0.103603,0.114367,9,886,49.9922,2,1,61.4179,14.1191,34,95,61,28.1377,29.3198,828,0,1
Q3,Q3_2eIsQtm4YNs_0,Q1,Q2,Q1,0.306596,0.237823,0.143785,0.311796,0.2375,0.425,0.1875,0.15,0.483076,0.180939,0.101988,0.233997,9,430,29.9922,2,1,54.4045,7.40037,40,77,37,32.3258,33.1957,356,0,1
Q2,Q2_rEz0D3VohFA_2,Q2,Q2,Q2,0.329121,0.619886,0.0254303,0.0255626,0.175,0.825,0,0,0.141699,0.858166,0.000104633,3.00507e-05,9,1196,49.5026,2,1,57.7283,20.0188,24,97,73,42.1562,43.0923,1082,0,1
Q4,Q4_prUUays30Mg_0,Q4,Q4,Q4,0.00653641,0.0143847,0.233236,0.745843,0,0.025,0.15,0.825,0.000997439,0.00835814,0.252116,0.738528,9,342,46.7422,2,1,57.0714,8.2705,35,79,44,26.1389,26.5753,252,0,1
Q4,Q4_KxlqB3j0zys_2,Q4,Q3,Q4,0.193533,0.0571772,0.249529,0.499761,0.15,0,0.458333,0.391667,0.207696,0.0566272,0.342895,0.392782,9,492,39.9922,2,1,65.7634,12.9176,38,93,55,30.817,32.6328,448,0,1
Q2,Q2_D-gDPh9ZpFk_0,Q2,Q1,Q1,0.411224,0.565424,0.00658124,0.016771,0.7,0.3,0,0,0.597045,0.359417,0.0189391,0.0245988,9,678,36.9518,2,1,57.2052,10.9157,31,83,52,37.6205,38.2939,614,0,1
Q2,Q2_qlbazHayULg_6,Q2,Q2,Q2,0.28866,0.704972,0.00347023,0.00289783,0.4,0.6,0,0,0.383589,0.614347,0.00108917,0.000975159,9,924,36.8216,2,1,65.4783,14.132,29,88,59,40.6899,41.5775,874,0,1
Q3,Q3_1kny88W533Q_1,Q4,Q4,Q3,0.0111431,0.0276107,0.34612,0.615126,0,0,0.241667,0.758333,0.00806712,0.021631,0.50757,0.462732,9,356,36.862,2,1,64.183,7.21514,45,76,31,25.1536,27.0699,306,0,1
Q3,Q3_16OaOpfOPZ0_0,Q3,Q3,Q3,0.0410284,0.0989124,0.496261,0.363798,0.0458333,0.1,0.570833,0.283333,0.00040348,0.0213766,0.852879,0.125341,9,340,49.9922,2,1,67.1493,5.47587,59,80,21,32.8284,34.0104,268,0,1
Q4,Q4_6kRPHamGDSo_2,Q1,Q1,Q1,0.508065,0.306104,0.0737902,0.11204,0.671667,0.153333,0.133333,0.0416667,0.852384,0.0618531,0.00935138,0.0764113,9,400,19.9922,2,1,69.2108,14.023,50,98,48,34.4486,36.2153,370,0,1
Q4,Q4_pRuwHN-lI44_3,Q3,Q3,Q3,0.00497079,0.0118644,0.476551,0.506614,0,0.05,0.670833,0.279167,2.0352e-05,0.000558634,0.783515,0.215906,9,372,58.0924,2,1,72.6463,9.43074,47,94,47,27.3384,28.3536,328,0,1
Q4,Q4_Ie5koh4qvJc_21,Q4,Q4,Q3,0.070287,0.229817,0.306912,0.392983,0,0.220833,0.383333,0.395833,0.056355,0.099639,0.615823,0.228183,9,884,69.4818,2,1,70.1256,12.2665,41,93,52,31.7295,32.359,780,0,1
Q2,Q2_ijfxkQPAQdE_1,Q2,Q2,Q2,0.173675,0.51071,0.176527,0.139088,0.275,0.458333,0.266667,0,0.0367502,0.884785,0.0339946,0.0444704,9,1762,59.9922,2,1,62.7073,13.3165,40,86,46,32.9344,33.4977,1722,0,1
Q4,Q4_cXxGBDgFCs8_1,Q4,Q4,Q4,0.0240375,0.0420182,0.273432,0.660513,0,0,0.37,0.63,0.0599706,0.0342085,0.310333,0.595488,9,328,29.9922,2,1,58.4583,8.17652,39,73,34,25.6007,26.8871,288,0,1
Q1,Q1_3N2G21U7guk_5,Q1,Q2,Q1,0.499402,0.480418,0.00676081,0.0134188,0.164286,0.610714,0,0.225,0.604173,0.358855,0.0173172,0.0196551,9,566,29.9922,2,1,60.8161,8.94881,35,75,40,38.7203,39.726,522,0,1
Q4,Q4_MT2_mXn-vGU_0,Q4,Q4,Q4,0.0134795,0.0190403,0.335799,0.631681,0.0222222,0,0.2425,0.735278,0.00282955,0.0213695,0.276332,0.699469,9,362,46.6823,2,1,65.3187,8.25333,35,83,48,29.4219,31.0617,320,0,1
Q4,Q4_J6X3rVU1H-c_0,Q3,Q3,Q1,0.181239,0.202171,0.430994,0.185596,0,0.0571429,0.633333,0.309524,0.628612,0.297477,0.055478,0.0184325,9,240,19.9922,2,1,79.9423,9.97662,61,95,34,40.524,41.9572,208,0,1
Q4,Q4_1vjy9oMFa8c_3,Q4,Q4,Q4,0.135764,0.150444,0.258446,0.455346,0.0333333,0,0.355,0.611667,0.0629586,0.107673,0.293617,0.535752,9,244,29.9922,2,1,57.7387,11.1726,27,82,55,30.464,32.3542,222,0,1
Q3,Q3_wxXpvnmq_-E_2,Q4,Q4,Q4,0.0436809,0.0301751,0.19512,0.731024,0.0333333,0,0.446667,0.52,0.00805033,0.00721883,0.26221,0.722521,9,286,38.7018,2,1,53.1846,10.2062,36,89,53,28.8692,30.6951,260,0,1
Q4,Q4_HYVmgq5Y93g_2,Q4,Q3,Q4,0.00452924,0.00574232,0.32854,0.661189,0.1,0,0.45,0.45,0.00190857,0.00292686,0.449733,0.545432,9,396,42.5026,2,1,67.0127,9.35778,45,88,43,25.4367,27.4701,316,0,1
Q1,Q1_o5AIp2Yc01M_1,Q2,Q2,Q2,0.305639,0.677268,0.00960857,0.00748401,0.1,0.9,0,0,0.307924,0.691245,0.000565266,0.000264846,9,1134,39.9922,2,1,67.9127,13.6726,33,97,64,42.4288,43.2225,1054,0,1
Q2,Q2_7n32BtYb4d4_3,Q2,Q2,Q1,0.334141,0.657253,0.0033549,0.00525125,0.385,0.615,0,0,0.665617,0.330563,0.00167078,0.00214923,9,724,38.7318,2,1,60.4398,13.3734,28,88,60,42.6596,43.1491,664,0,1
Q1,Q1__SJQaaRzD-A_1,Q2,Q1,Q1,0.417843,0.544687,0.0146551,0.0228141,0.84,0.1,0.06,0,0.708283,0.2327,0.0289817,0.0300354,9,616,39.9922,2,1,61.1357,12.1161,29,81,52,37.2964,37.9326,560,0,1
Q4,Q4_AjN_5CdVUdw_0,Q4,Q4,Q4,0.00494357,0.0104002,0.292714,0.691942,0,0,0.3375,0.6625,0.000673396,0.00475652,0.226897,0.767673,9,392,48.9518,2,1,62.6303,7.40264,32,84,52,24.7909,26.0588,330,0,1
Q3,Q3_UuLTvhERcnk_1,Q4,Q3,Q3,0.0128363,0.0122569,0.357366,0.617541,0.05,0,0.666667,0.283333,0.00155777,0.000451028,0.603178,0.394813,9,518,47.4323,2,1,66.061,9.94938,50,101,51,24.0671,25.8873,492,0,1
Q1,Q1_BGf5nCdzPOc_0,Q2,Q2,Q2,0.366835,0.595369,0.027097,0.0106993,0.1,0.9,0,0,0.100483,0.890842,0.00461868,0.0040568,9,1136,39.9922,2,1,62.5687,12.5723,38,83,45,37.4868,38.0501,1062,0,1
Q1,Q1_jziI_cuN_H8_2,Q2,Q2,Q2,0.246522,0.730215,0.0117714,0.0114907,0.164286,0.835714,0,0,0.116853,0.88303,6.83455e-05,4.85855e-05,9,1074,39.9922,2,1,56.413,17.8058,24,94,70,44.0789,45.3327,988,0,1
Q3,Q3_ldCQ6N9G6Mk_4,Q1,Q1,Q1,0.42025,0.441077,0.0408929,0.0977809,0.813333,0.136667,0,0.05,0.637081,0.165619,0.0492872,0.148012,9,476,37.6719,2,1,61.4201,14.0739,35,96,61,39.4452,40.6045,438,0,1
Q3,Q3_Oku8sIpTMAE_2,Q4,Q3,Q4,0.01168,0.0266896,0.415675,0.545956,0.14,0.1,0.603333,0.156667,0.000884626,0.00880879,0.397354,0.592952,9,108,29.5221,2,1,70.7755,9.4493,45,82,37,24.6939,26.4748,98,0,1
Q1,Q1_fey-8bOR95E_2,Q2,Q1,Q1,0.431489,0.547809,0.00855809,0.012144,0.755,0.195,0.05,0,0.822935,0.175279,0.000261444,0.00152404,9,680,29.4023,2,1,65.0093,15.5821,33,102,69,44.205,44.8354,644,0,1
Q1,Q1_V3Y9L4UOcpk_2,Q2,Q1,Q1,0.389407,0.573636,0.0109629,0.0259936,0.513333,0.436667,0,0.05,0.53748,0.417913,0.0175444,0.027063,9,734,49.9922,2,1,59.1321,12.2836,30,85,55,39.9384,40.8754,666,0,1
Q1,Q1_k4dxAlI5N-k_1,Q2,Q2,Q2,0.196872,0.611877,0.103903,0.0873477,0.0333333,0.85,0.0666667,0.05,0.00353863,0.996432,1.9257e-05,1.03302e-05,9,1674,29.9922,2,1,68.7457,16.9579,37,101,64,39.937,40.2201,1636,0,1
Q1,Q1_PdwxeMPXOCk_0,Q2,Q1,Q2,0.4183,0.565702,0.00716086,0.00883677,0.513333,0.32,0.166667,0,0.343734,0.627159,0.0156445,0.0134628,9,846,39.9922,2,1,56.9137,10.7587,34,77,43,38.4151,39.0607,742,0,1
Q1,Q1_mX-xs3OVhTs_1,Q2,Q1,Q1,0.39306,0.55723,0.0161923,0.0335175,0.575,0.325,0,0.1,0.669583,0.259507,0.0205267,0.0503837,9,442,29.9922,2,1,55.3053,12.0567,26,84,58,38.6395,40.2379,380,0,1
Q4,Q4_BIRDDxz0E4c_1,Q4,Q4,Q4,0.042442,0.0373406,0.214612,0.705605,0,0,0.146667,0.853333,0.106738,0.0251668,0.127473,0.740623,9,300,28.5924,2,1,61.8636,9.85814,39,80,41,27.6326,29.1383,264,0,1
Q2,Q2_b8HVQtIoBYU_1,Q2,Q2,Q1,0.279581,0.71021,0.00483893,0.00537051,0.405,0.45,0.095,0.05,0.537383,0.453724,0.00584898,0.00304395,9,736,39.9922,2,1,60.1158,13.3636,24,83,59,39.7076,40.2349,708,0,1
Q4,Q4_Hwd6l9jK7bo_1,Q4,Q4,Q4,0.00995496,0.0202993,0.26983,0.699916,0,0.075,0,0.925,0.0181291,0.0125719,0.245011,0.724288,9,294,29.9922,2,1,58.7308,8.51235,36,76,40,23.3962,24.3349,260,0,1
Q4,Q4_ltxNPJda7zE_1,Q1,Q1,Q1,0.533588,0.26754,0.0390522,0.159821,0.448333,0.176667,0.1,0.275,0.487424,0.0734977,0.0538376,0.385241,9,274,29.9922,2,1,60.6535,11.5935,38,88,50,40.6378,41.8285,254,0,1
Q2,Q2_lalnGhxT3PQ_1,Q2,Q2,Q2,0.231164,0.75772,0.0055147,0.00560192,0.0541667,0.920833,0,0.025,0.209436,0.787292,0.00199982,0.00127149,9,922,39.9922,2,1,56.9087,15.4872,24,89,65,37.5068,38.3184,876,0,1
Q2,Q2_Ie5koh4qvJc_30,Q4,Q4,Q4,0.0259118,0.0348181,0.197865,0.741405,0.0222222,0,0.2,0.777778,0.0096541,0.0374662,0.153386,0.799494,9,616,59.9922,2,1,58.7605,10.2014,32,83,51,27.1084,28.3814,526,0,1
Q2,Q2_P-We4q3goKU_6,Q2,Q4,Q2,0.203832,0.361295,0.163027,0.271847,0.303333,0.186667,0.176667,0.333333,0.231044,0.33926,0.153835,0.275861,9,838,59.2318,2,1,64.5889,10.73,36,82,46,34.4854,34.9198,686,0,1
Q4,Q4_KxlqB3j0zys_3,Q4,Q4,Q3,0.129016,0.0990178,0.337337,0.43463,0.15,0.02,0.386667,0.443333,0.188641,0.0712797,0.555407,0.184672,9,622,49.9922,2,1,67.2646,12.1186,33,97,64,30.2543,32.0183,582,0,1
Q4,Q4_FSzOgraSKhs_0,Q4,Q4,Q4,0.0286835,0.0241461,0.203747,0.743423,0,0.1,0.175,0.725,0.0453351,0.0138465,0.116401,0.824418,9,280,29.9922,2,1,59.0345,10.2539,37,82,45,27.2198,28.5134,232,0,1
Q4,Q4_vJ77eDxHezE_0,Q4,Q4,Q3,0.218884,0.0983641,0.300258,0.382495,0.07,0.04,0.439167,0.450833,0.206342,0.0980147,0.408424,0.287219,9,714,38.0221,2,1,66.0615,14.2648,41,93,52,27.3138,29.4704,650,0,1
Q2,Q2_0J7lX-Tcx-w_1,Q2,Q2,Q2,0.238385,0.755368,0.00319364,0.00305371,0.3,0.7,0,0,0.317105,0.680953,0.000901597,0.00104099,9,976,38.9414,2,1,61.7171,14.1744,26,89,63,40.3257,40.8682,912,0,1
Q1,Q1_94ROf10d1iA_1,Q1,Q1,Q4,0.31818,0.0873178,0.2295,0.365002,0.533333,0,0.241667,0.225,0.109025,0.0542395,0.329368,0.507367,9,374,39.6823,2,1,66.5096,12.2298,47,90,43,36.1242,37.0498,314,0,1
Q1,Q1_r6laJv1-HMg_0,Q2,Q1,Q2,0.340592,0.643538,0.00672444,0.00914585,0.71,0.27,0.02,0,0.483885,0.488764,0.0182736,0.0090773,9,654,39.9922,2,1,57.4724,11.9096,25,78,53,39.7155,40.8134,580,0,1
Q2,Q2_0J7lX-Tcx-w_0,Q2,Q1,Q1,0.347939,0.635215,0.00677963,0.0100654,0.514286,0.485714,0,0,0.625245,0.36305,0.00405548,0.00764942,9,570,29.9922,2,1,61.9631,13.2028,25,85,60,39.1476,39.7459,542,0,1
Q2,Q2_3_MxhSS86oU_1,Q2,Q1,Q2,0.268109,0.72259,0.00483959,0.00446164,0.576786,0.423214,0,0,0.31757,0.681898,0.000284168,0.000247953,9,1038,39.9922,2,1,63.3569,16.5742,26,93,67,41.7994,42.3124,992,0,1
Q3,Q3_ilCcZpD39HU_2,Q4,Q3,Q4,0.0302838,0.0290984,0.320199,0.620419,0.0142857,0.0666667,0.485714,0.433333,0.0280597,0.0599002,0.354199,0.557841,9,368,37.5716,2,1,63.4311,11.8222,34,81,47,27.4641,29.4658,334,0,1
Q4,Q4_uUtnyA6tLnI_0,Q4,Q4,Q4,0.00628801,0.0129329,0.290458,0.690321,0,0.1,0,0.9,0.00467358,0.00988128,0.385697,0.599748,9,560,47.8021,2,1,62.749,8.05648,41,79,38,23.6255,25.0001,502,0,1
Q2,Q2_dtS02mrDMsM_2,Q2,Q2,Q2,0.238549,0.727972,0.0165737,0.0169048,0.183333,0.816667,0,0,0.191964,0.807464,0.000372001,0.000200295,9,850,38.8021,2,1,53.8695,11.1833,22,82,60,48.0757,48.7498,766,0,1
Q4,Q4_KRlAez34QfE_1,Q4,Q4,Q4,0.0677386,0.0423312,0.200796,0.689135,0.04,0,0.08,0.88,0.176934,0.0313297,0.115256,0.676481,9,410,29.9922,2,1,62.2366,9.74876,38,82,44,27.1022,29.0531,372,0,1
Q4,Q4_jCLgDtk695I_0,Q4,Q4,Q4,0.0315878,0.0411188,0.229169,0.698125,0,0,0.175,0.825,0.0616628,0.0226983,0.180462,0.735176,9,276,29.9922,2,1,59.7323,7.58347,44,78,34,27.6693,29.1561,254,0,1
Q1,Q1_PdwxeMPXOCk_2,Q2,Q1,Q1,0.428877,0.54363,0.0135581,0.0139349,0.59,0.41,0,0,0.635596,0.364113,4.82503e-05,0.000242593,9,784,29.9622,2,1,64.8039,18.9678,31,101,70,45.9916,46.6754,714,0,1
Q3,Q3_DYBBfpEx-JI_4,Q1,Q1,Q2,0.405258,0.501467,0.0470306,0.0462444,0.681667,0.318333,0,0,0.140795,0.843575,0.00806147,0.00756856,9,446,39.9323,2,1,63.0314,17.5738,26,94,68,46.356,47.0367,382,0,1
Q1,Q1_yFw_kO7DF-Y_2,Q2,Q2,Q2,0.386833,0.570872,0.0221538,0.0201413,0.445,0.555,0,0,0.494659,0.505161,0.000131747,4.87628e-05,9,1076,49.9922,2,1,64.6404,16.7653,24,100,76,46.0545,47.1161,990,0,1
Q1,Q1_9v2WSpn4FCw_1,Q1,Q1,Q1,0.474321,0.431331,0.0463318,0.0480162,0.711429,0.288571,0,0,0.705917,0.290342,0.00069138,0.00304993,9,336,19.9922,2,1,54.6329,16.9995,26,84,58,45.2247,46.0724,316,0,1
Q4,Q4_xgtwQGeB6_0_0,Q4,Q3,Q4,0.0112761,0.0214488,0.255595,0.71168,0.1,0,0.666667,0.233333,0.000439617,0.009866,0.439397,0.550298,9,484,59.9922,2,1,55.5894,11.1677,26,81,55,18.5966,20.6514,414,0,1
Q4,Q4_hoPp_GLXQis_1,Q4,Q4,Q3,0.0377737,0.0742907,0.371511,0.516425,0,0.125,0.4,0.475,0.014564,0.106412,0.554123,0.3249,9,358,39.1315,2,1,57.3291,9.47407,24,76,52,25.5854,27.0206,316,0,1
Q3,Q3_0lEL_XHyhuU_1,Q4,Q4,Q4,0.0139876,0.0265727,0.23637,0.723069,0,0,0,1,0.0162779,0.0192689,0.27289,0.691563,9,302,36.5625,2,1,57.696,8.98479,40,76,36,26.724,27.9785,250,0,1
Q2,Q2_RiQMuhk_SuQ_2,Q2,Q2,Q2,0.167013,0.416996,0.219932,0.196059,0.425,0.575,0,0,0.0791125,0.91367,0.00142845,0.00578925,9,2154,79.5221,2,1,59.1393,13.8376,29,82,53,36.0659,36.3503,1852,0,1
Q3,Q3_ilCcZpD39HU_3,Q4,Q3,Q3,0.173285,0.0826478,0.264611,0.479456,0,0.106667,0.503333,0.39,0.0956117,0.121768,0.416943,0.365677,9,428,37.8724,2,1,60.2388,16.5215,34,89,55,28.1169,29.9382,402,0,1
Q3,Q3_c6CwY8Gbw0c_2,Q3,Q4,Q3,0.181777,0.129336,0.327728,0.361159,0.12,0.1325,0.2,0.5475,0.100367,0.081232,0.543956,0.274445,9,436,36.8216,2,1,66.7398,15.9385,37,101,64,29.4872,31.456,392,0,1
Q1,Q1_GY3f6ckBVkA_2,Q2,Q1,Q1,0.40982,0.556811,0.0178134,0.0155556,0.6,0.4,0,0,0.569431,0.430088,0.00020451,0.000277126,9,726,39.8125,2,1,65.0187,14.9052,25,92,67,49.2866,49.7253,642,0,1
